Name,SpecScore,rating,price,tag,sim,processor,storage,battery,display,camera,memoryExternal,version,fm,RAM_GB,Storage_GB,Battery_mAh,Screen_inches,FrontCamera_MP,BackCamera_MP,Processor_Speed_GHz,Processor_Name,Processor_Name_Cleaned,ProcessorScore,img
Nothing Phone 3,67,4.35,44990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Snapdragon 8s Gen4, Octa Core, 3.2 GHz Processor","8 GB RAM, 128 GB inbuilt",5150 mAh Battery with 65W Fast Charging,"6.7 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 50 MP Triple Rear & 32 MP Front Camera,,Android v15,No FM Radio,8.0,128.0,5150.0,6.7,32.0,150.0,3.2,Snapdragon 8s Gen4,Snapdragon 8s Gen4,0.1489,https://cdn1.smartprix.com/rx-iz4D1blDK-w280-h280/nothing-phone-3.webp
Samsung Galaxy A74 5G,67,4.55,42999,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Snapdragon 7 Gen1, Octa Core, 2.4 GHz Processor","8 GB RAM, 128 GB inbuilt",5000 mAh Battery with 33W Fast Charging,"6.7 inches, 1080 x 2412 px, 120 Hz Display with Punch Hole",108 MP Quad Rear & 32 MP Front Camera,"Memory Card (Hybrid), upto 1 TB",Android v12,,8.0,128.0,5000.0,6.7,32.0,108.0,2.4,Snapdragon 7 Gen1,Snapdragon 7 Gen1,0.3617,https://cdn1.smartprix.com/rx-ic85kglZW-w280-h280/samsung-galaxy-a74-5.webp
Samsung Galaxy A75 5G,67,4.05,44999,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Snapdragon 778G+, Octa Core Processor","8 GB RAM, 128 GB inbuilt",5000 mAh Battery with 67W Fast Charging,"6.7 inches, 1080 x 2412 px, 120 Hz Display with Punch Hole",108 MP Quad Rear & 32 MP Front Camera,"Memory Card (Hybrid), upto 1 TB",Android v12,,8.0,128.0,5000.0,6.7,32.0,108.0,,Snapdragon 778G+,Snapdragon 778G+,0.3085,https://cdn1.smartprix.com/rx-iUVda54WU-w280-h280/samsung-galaxy-a75-5.webp
OPPO Reno 13F,67,4.2,32990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Snapdragon 6 Gen1, Octa Core, 2.2 GHz Processor","8 GB RAM, 128 GB inbuilt",5800 mAh Battery with 45W Fast Charging,"6.67 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 8 MP + 2 MP Triple Rear & 32 MP Front Camera,Memory Card (Hybrid),Android v15,,8.0,128.0,5800.0,6.67,32.0,60.0,2.2,Snapdragon 6 Gen1,Snapdragon 6 Gen1,0.4362,https://cdn1.smartprix.com/rx-iGj0RThKk-w280-h280/oppo-reno-13f.webp
Honor X6c,67,4.55,12990,UPCOMING,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, NFC","Helio G81 Ultra, Octa Core, 2 GHz Processor","8 GB RAM, 256 GB inbuilt",5300 mAh Battery with 35W Fast Charging,"6.61 inches, 720 x 1604 px, 120 Hz Display with Punch Hole",50 MP + Depth Sensor Dual Rear & 5 MP Front Camera,Memory Card Supported,Android v15,,8.0,256.0,5300.0,6.61,5.0,50.0,2.0,Helio G81 Ultra,Helio G81 Ultra,0.617,https://cdn1.smartprix.com/rx-iVoLl8IZ1-w280-h280/honor-x6c.webp
Oppo A60 5G,66,4.6,14990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Dimensity 6300, Octa Core, 2.4 GHz Processor","6 GB RAM, 128 GB inbuilt",5100 mAh Battery with 45W Fast Charging,"6.67 inches, 720 x 1604 px, 120 Hz Display with Punch Hole",50 MP Dual Rear & 5 MP Front Camera,"Memory Card Supported, upto 1 TB",Android v14,,6.0,128.0,5100.0,6.67,5.0,50.0,2.4,Dimensity 6300,Dimensity 6300,0.9468,https://cdn1.smartprix.com/rx-i9Eb20gBo-w280-h280/oppo-a60-5g.webp
Samsung Galaxy F35 5G,66,4.45,17990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Exynos, Octa Core Processor","6 GB RAM, 128 GB inbuilt",6000 mAh Battery with 25W Fast Charging,"6.5 inches, 1080 x 2340 px, 120 Hz Display with Water Drop Notch",50 MP + 13 MP + 2 MP Triple Rear & 16 MP Front Camera,"Memory Card (Hybrid), upto 1 TB",Android v14,,6.0,128.0,6000.0,6.5,16.0,65.0,,Exynos,Exynos,0.7021,https://cdn1.smartprix.com/rx-iRuEfzqKK-w280-h280/samsung-galaxy-f35-5.webp
Infinix Note 13 Pro,66,4.55,16999,UPCOMING,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Helio G99, Octa Core, 2.2 GHz Processor","6 GB RAM, 128 GB inbuilt",5000 mAh Battery with 120W Fast Charging,"6.91 inches, 1080 x 2460 px Display with Punch Hole",108 MP Quad Rear & 16 MP Front Camera,"Memory Card Supported, upto 256 GB",Android v12,,6.0,128.0,5000.0,6.91,16.0,108.0,2.2,Helio G99,Helio G99,0.5851,https://cdn1.smartprix.com/rx-i47sf3MkU-w280-h280/infinix-note-13-pro.webp
Motorola Moto Edge 40 Lite 5G,66,4.0,19999,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon 695, Octa Core, 2.2 GHz Processor","8 GB RAM, 128 GB inbuilt",4020 mAh Battery with 33W Fast Charging,"6.28 inches, 1080 x 2408 px, 120 Hz Display with Punch Hole",64 MP + 13 MP Dual Rear & 32 MP Front Camera,"Memory Card (Hybrid), upto 1 TB",Android v12,,8.0,128.0,4020.0,6.28,32.0,77.0,2.2,Snapdragon 695,Snapdragon 695,0.383,https://cdn1.smartprix.com/rx-iL53kionU-w280-h280/motorola-moto-edge-4.webp
Oppo K12s,66,4.5,12990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Snapdragon 6 Gen4, Octa Core, 2.3 GHz Processor","8 GB RAM, 128 GB inbuilt",7000 mAh Battery with 80W Fast Charging,"6.67 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 16 MP Front Camera,,Android v15,No FM Radio,8.0,128.0,7000.0,6.67,16.0,52.0,2.3,Snapdragon 6 Gen4,Snapdragon 6 Gen4,0.4149,https://cdn1.smartprix.com/rx-ij4Qr6Mg8-w280-h280/oppo-k12s.webp
Realme C75,66,4.05,9990,UPCOMING,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, NFC","Helio G92 Max, Octa Core, 2 GHz Processor","8 GB RAM, 128 GB inbuilt",6000 mAh Battery with 45W Fast Charging,"6.72 inches, 1080 x 2400 px Display with Punch Hole",50 MP Dual Rear & 8 MP Front Camera,Memory Card Supported,Android v14,,8.0,128.0,6000.0,6.72,8.0,50.0,2.0,Helio G92 Max,Helio G92 Max,0.5957,https://cdn1.smartprix.com/rx-iNc6zNwBV-w280-h280/realme-c75.webp
TCL 605,66,4.5,10999,UPCOMING,"Dual Sim, 3G, 4G, Wi-Fi, NFC","Helio G81, Octa Core, 2 GHz Processor","8 GB RAM, 128 GB inbuilt",5200 mAh Battery with Fast Charging,"6.7 inches, 720 x 1600 px Display with Punch Hole",50 MP Rear & 5 MP Front Camera,Memory Card Supported,Android v15,,8.0,128.0,5200.0,6.7,5.0,50.0,2.0,Helio G81,Helio G81,0.6277,https://cdn1.smartprix.com/rx-iQ5gAF98J-w280-h280/tcl-605.webp
Infinix Hot 50 Pro,66,4.35,15990,UPCOMING,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, NFC","Helio G100, Octa Core, 2.2 GHz Processor","8 GB RAM, 128 GB inbuilt",5000 mAh Battery with 33W Fast Charging,"6.78 inches, 1080 x 2436 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Triple Rear & 8 MP Front Camera,"Memory Card Supported, upto 1 TB",Android v14,,8.0,128.0,5000.0,6.78,8.0,52.0,2.2,Helio G100,Helio G100,0.6702,https://cdn1.smartprix.com/rx-iKooJ79N8-w280-h280/infinix-hot-50-pro.webp
Oppo K12,66,4.4,21999,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Snapdragon 7 Gen3, Octa Core, 2.63 GHz Processor","8 GB RAM, 256 GB inbuilt",5500 mAh Battery with 100W Fast Charging,"6.7 inches, 1080 x 2412 px, 120 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 16 MP Front Camera,Memory Card (Hybrid),Android v14,,8.0,256.0,5500.0,6.7,16.0,58.0,2.63,Snapdragon 7 Gen3,Snapdragon 7 Gen3,0.3511,https://cdn1.smartprix.com/rx-iyHcU44YC-w280-h280/oppo-k12.webp
Oppo A56 5G,66,4.4,17990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 700 5G, Octa Core, 2.2 GHz Processor","6 GB RAM, 128 GB inbuilt",5000 mAh Battery,"6.5 inches, 720 x 1600 px Display with Water Drop Notch",13 MP + 2 MP Dual Rear & 8 MP Front Camera,Memory Card Supported,Android v11,,6.0,128.0,5000.0,6.5,8.0,15.0,2.2,Dimensity 700 5G,Dimensity 700 5G,0.9362,https://cdn1.smartprix.com/rx-iIX9qTURn-w280-h280/oppo-a56-5g.webp
Realme Neo 7x,65,4.55,15999,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC, IR Blaster","Snapdragon 6 Gen4, Octa Core, 2.3 GHz Processor","8 GB RAM, 128 GB inbuilt",6000 mAh Battery with 45W Fast Charging,"6.67 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP Rear & 16 MP Front Camera,,Android v15,No FM Radio,8.0,128.0,6000.0,6.67,16.0,50.0,2.3,Snapdragon 6 Gen4,Snapdragon 6 Gen4,0.4149,https://cdn1.smartprix.com/rx-iOeqz5hoP-w280-h280/realme-neo-7x.webp
Xiaomi Redmi 13R 5G,65,4.7,11999,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Dimensity 6100 Plus, Octa Core, 2.2 GHz Processor","4 GB RAM, 128 GB inbuilt",5000 mAh Battery with 18W Fast Charging,"6.74 inches, 720 x 1600 px, 90 Hz Display with Water Drop Notch",50 MP + 0.08 MP Dual Rear & 5 MP Front Camera,"Memory Card Supported, upto 1 TB",Android v13,,4.0,128.0,5000.0,6.74,5.0,58.0,2.2,Dimensity 6100 Plus,Dimensity 6100 Plus,0.9574,https://cdn1.smartprix.com/rx-iChdcz1al-w280-h280/xiaomi-redmi-13r-5g.webp
Vivo Y59 5G,65,4.35,19999,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon 6 Gen1, Octa Core, 2.2 GHz Processor","8 GB RAM, 128 GB inbuilt",6000 mAh Battery with 44W Fast Charging,"6.78 inches, 1080 x 2408 px, 120 Hz Display with Punch Hole",50 MP + 8 MP + 2 MP Triple Rear & 8 MP Front Camera,"Memory Card (Hybrid), upto 1 TB",Android v15,,8.0,128.0,6000.0,6.78,8.0,60.0,2.2,Snapdragon 6 Gen1,Snapdragon 6 Gen1,0.4362,https://cdn1.smartprix.com/rx-ikF2lf5DY-w280-h280/vivo-y59-5g.webp
Poco C75,65,4.45,8990,UPCOMING,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, NFC","Helio G81 Ultra, Octa Core, 2 GHz Processor","6 GB RAM, 128 GB inbuilt",5160 mAh Battery with 18W Fast Charging,"6.88 inches, 720 x 1640 px, 120 Hz Display with Water Drop Notch",50 MP + Auxiliary lens Dual Rear & 13 MP Front Camera,"Memory Card Supported, upto 1 TB",Android v14,,6.0,128.0,5160.0,6.88,13.0,50.0,2.0,Helio G81 Ultra,Helio G81 Ultra,0.617,https://cdn1.smartprix.com/rx-iI6T9DcsM-w280-h280/poco-c75.webp
Xiaomi Redmi K20 Pro Signature Edition,65,3.9,480000,UPCOMING,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, NFC","Snapdragon  855, Octa Core, 2.8 GHz Processor","8 GB RAM, 256 GB inbuilt",4000 mAh Battery with 27W Fast Charging,"6.39 inches, 1080 x 2340 px Display",48 MP + 13 MP + 8 MP Triple Rear & 20 MP Front Camera,Memory Card Not Supported,Android v9.0 (Pie),,8.0,256.0,4000.0,6.39,20.0,69.0,2.8,Snapdragon  855,Snapdragon 855,0.2128,https://cdn1.smartprix.com/rx-igGTkb5HD-w280-h280/xiaomi-redmi-k20-pro.webp
Samsung Galaxy M36 5G,65,4.55,16499,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Exynos 1380, Octa Core, 2.4 GHz Processor","6 GB RAM, 128 GB inbuilt",5000 mAh Battery with 25W Fast Charging,"6.74 inches, 1080 x 2340 px, 120 Hz Display with Punch Hole",50 MP + 8 MP + 2 MP Triple Rear & 13 MP Front Camera,Memory Card (Hybrid),Android v15,,6.0,128.0,5000.0,6.74,13.0,60.0,2.4,Exynos 1380,Exynos 1380,0.6915,https://cdn1.smartprix.com/rx-iu5Qcy8Yf-w280-h280/samsung-galaxy-m36-5.webp
itel S25 Ultra,64,4.2,17990,UPCOMING,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, NFC, IR Blaster","Unisoc T620, Octa Core, 2.2 GHz Processor","8 GB RAM, 128 GB inbuilt",5000 mAh Battery with 18W Fast Charging,"6.78 inches, 1080 x 2436 px, 120 Hz Display with Punch Hole",50 MP + Macro Dual Rear & 32 MP Front Camera,,Android v14,No FM Radio,8.0,128.0,5000.0,6.78,32.0,50.0,2.2,Unisoc T620,Unisoc T620,0.0957,https://cdn1.smartprix.com/rx-iAI4cSxbG-w280-h280/itel-s25-ultra.webp
Samsung Galaxy Jump 4,64,4.5,27990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Exynos 1380, Octa Core, 2.4 GHz Processor","6 GB RAM, 128 GB inbuilt",5000 mAh Battery,"6.7 inches, 120 Hz Display with Water Drop Notch",12 MP + 8 MP + 2 MP Triple Rear & 13 MP Front Camera,"Memory Card Supported, upto 2 TB",Android v15,,6.0,128.0,5000.0,6.7,13.0,22.0,2.4,Exynos 1380,Exynos 1380,0.6915,https://cdn1.smartprix.com/rx-iB8xwVtOQ-w280-h280/samsung-galaxy-jump.webp
Nubia Neo 2,64,4.75,18990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Unisoc T820, Octa Core, 2.7 GHz Processor","8 GB RAM, 256 GB inbuilt",6000 mAh Battery with 33W Fast Charging,"6.72 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 16 MP Front Camera,,Android v13,No FM Radio,8.0,256.0,6000.0,6.72,16.0,52.0,2.7,Unisoc T820,Unisoc T820,0.0426,https://cdn1.smartprix.com/rx-igELCwcpW-w280-h280/nubia-neo-2.webp
Jio JioPhone 5G,63,4.3,9990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 700 5G, Octa Core, 2.2 GHz Processor","4 GB RAM, 32 GB inbuilt",5000 mAh Battery with 18W Fast Charging,"6.5 inches, 720 x 1600 px, 90 Hz Display",13 MP + 2 MP Dual Rear & 5 MP Front Camera,"Memory Card Supported, upto 512 GB",Android v12,,4.0,32.0,5000.0,6.5,5.0,15.0,2.2,Dimensity 700 5G,Dimensity 700 5G,0.9362,https://cdn1.smartprix.com/rx-i0t6eZ3kC-w280-h280/jio-jiophone-5g.webp
Infinix Hot 50i,63,4.3,9999,UPCOMING,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Helio G81, Octa Core, 2 GHz Processor","4 GB RAM, 128 GB inbuilt",5000 mAh Battery with 18W Fast Charging,"6.7 inches, 720 x 1600 px, 120 Hz Display with Punch Hole",48 MP Dual Rear & 8 MP Front Camera,"Memory Card Supported, upto 2 TB",Android v14,,4.0,128.0,5000.0,6.7,8.0,48.0,2.0,Helio G81,Helio G81,0.6277,https://cdn1.smartprix.com/rx-iod9V4CCW-w280-h280/infinix-hot-50i.webp
Xiaomi Redmi 14C,63,4.5,10999,UPCOMING,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, NFC","Helio G81, Octa Core, 2 GHz Processor","4 GB RAM, 128 GB inbuilt",5160 mAh Battery with 18W Fast Charging,"6.88 inches, 720 x 1640 px, 120 Hz Display with Water Drop Notch",50 MP + 2 MP + 0.08 MP Triple Rear & 13 MP Front Camera,"Memory Card Supported, upto 1 TB",Android v14,,4.0,128.0,5160.0,6.88,13.0,60.0,2.0,Helio G81,Helio G81,0.6277,https://cdn1.smartprix.com/rx-ilgnbMAis-w280-h280/xiaomi-redmi-14c.webp
Nubia Neo,63,4.65,15990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Unisoc T820, Octa Core, 2.7 GHz Processor","8 GB RAM, 256 GB inbuilt",4500 mAh Battery with 22.5W Fast Charging,"6.6 inches, 1080 x 2408 px, 120 Hz Display with Water Drop Notch",50 MP + 2 MP Dual Rear & 8 MP Front Camera,Memory Card (Hybrid),Android v13,,8.0,256.0,4500.0,6.6,8.0,52.0,2.7,Unisoc T820,Unisoc T820,0.0426,https://cdn1.smartprix.com/rx-igELCwcpW-w280-h280/nubia-neo.webp
Samsung Galaxy A83 5G,62,4.1,39990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Snapdragon 870, Octa Core, 3.2 GHz Processor","6 GB RAM, 128 GB inbuilt",4500 mAh Battery with 25W Fast Charging,"6.71 inches, 1440 x 3200 px, 120 Hz Display with Punch Hole",64 MP + 12 MP + 5 MP Triple Rear & 10 MP Front Camera,"Memory Card Supported, upto 1 TB",Android v11,,6.0,128.0,4500.0,6.71,10.0,81.0,3.2,Snapdragon 870,Snapdragon 870,0.1915,https://cdn1.smartprix.com/rx-ijrunIo32-w280-h280/samsung-galaxy-a83-5.webp
Samsung Galaxy A82 5G,62,4.35,39990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Snapdragon 855+, Octa Core, 2.96 GHz Processor","6 GB RAM, 128 GB inbuilt",4500 mAh Battery with 25W Fast Charging,"6.71 inches, 1440 x 3200 px, 120 Hz Display with Punch Hole",64 MP + 12 MP + 5 MP Triple Rear & 10 MP Front Camera,"Memory Card Supported, upto 1 TB",Android v11,,6.0,128.0,4500.0,6.71,10.0,81.0,2.96,Snapdragon 855+,Snapdragon 855+,0.2021,https://cdn1.smartprix.com/rx-iMRKF7WRx-w280-h280/samsung-galaxy-a82-5.webp
Meizu Note 16,62,4.6,9990,UPCOMING,"Dual Sim, 3G, 4G, 5G, Wi-Fi, NFC","Unisoc T8200, Octa Core, 2.3 GHz Processor","8 GB RAM, 128 GB inbuilt",6600 mAh Battery with 40W Fast Charging,"6.78 inches, 1080 x 2460 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 8 MP Front Camera,,,No FM Radio,8.0,128.0,6600.0,6.78,8.0,52.0,2.3,Unisoc T8200,Unisoc T8200,0.0319,https://cdn1.smartprix.com/rx-iI91O1AAQ-w280-h280/meizu-note-16.webp
Xiaomi Redmi A5 5G,62,4.15,9990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Snapdragon 4 Gen3, Octa Core Processor","4 GB RAM, 128 GB inbuilt",5500 mAh Battery with 33W Fast Charging,"6.78 inches, 1080 x 2400 px, 120 Hz Display with Water Drop Notch",50 MP + 8 MP + 2 MP Triple Rear & 8 MP Front Camera,"Memory Card Supported, upto 1 TB",Android v14,,4.0,128.0,5500.0,6.78,8.0,60.0,,Snapdragon 4 Gen3,Snapdragon 4 Gen3,0.4574,https://cdn1.smartprix.com/rx-ipgiJqlp6-w280-h280/xiaomi-redmi-a5-5g.webp
itel Power 70,62,4.6,7299,UPCOMING,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Helio G50, Octa Core, 2.2 GHz Processor","4 GB RAM, 128 GB inbuilt",6000 mAh Battery with 18W Fast Charging,"6.67 inches, 720 x 1600 px, 120 Hz Display with Punch Hole",13 MP Rear & 8 MP Front Camera,Memory Card Supported,Android v14,,4.0,128.0,6000.0,6.67,8.0,13.0,2.2,Helio G50,Helio G50,0.6383,https://cdn1.smartprix.com/rx-ises0NJql-w280-h280/itel-power-70.webp
itel S25,62,4.0,8990,UPCOMING,"Dual Sim, 3G, 4G, Wi-Fi, NFC, IR Blaster","Unisoc T620, Octa Core, 2.2 GHz Processor","6 GB RAM, 128 GB inbuilt",5000 mAh Battery with 18W Fast Charging,"6.78 inches, 1080 x 2436 px Display with Punch Hole",50 MP Rear & 32 MP Front Camera,Memory Card Supported,Android v14,,6.0,128.0,5000.0,6.78,32.0,50.0,2.2,Unisoc T620,Unisoc T620,0.0957,https://cdn1.smartprix.com/rx-isoRZU4yw-w280-h280/itel-s25.webp
Vivo Y23,62,4.4,15990,UPCOMING,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Helio G85, Octa Core, 2 GHz Processor","4 GB RAM, 128 GB inbuilt",5000 mAh Battery with 18W Fast Charging,"6.6 inches, 720 x 1612 px, 120 Hz Display with Water Drop Notch",50 MP + 2 MP Dual Rear & 8 MP Front Camera,"Memory Card Supported, upto 1 TB",Android v13,,4.0,128.0,5000.0,6.6,8.0,52.0,2.0,Helio G85,Helio G85,0.6064,https://cdn1.smartprix.com/rx-icc0ouDi0-w280-h280/vivo-y23.webp
Vivo Y03,61,4.0,6990,UPCOMING,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Helio G85, Octa Core, 2 GHz Processor","4 GB RAM, 64 GB inbuilt",5000 mAh Battery with 15W Fast Charging,"6.56 inches, 720 x 1612 px, 90 Hz Display with Water Drop Notch",13 MP + 0.08 MP Dual Rear & 5 MP Front Camera,"Memory Card Supported, upto 1 TB",Android v14,,4.0,64.0,5000.0,6.56,5.0,21.0,2.0,Helio G85,Helio G85,0.6064,https://cdn1.smartprix.com/rx-iqOPJVV5C-w280-h280/vivo-y03.webp
HTC Wildfire E6 Plus,61,4.4,10990,UPCOMING,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Helio G85, Quad Core Processor","4 GB RAM, 64 GB inbuilt",5000 mAh Battery with 18W Fast Charging,"5.56 inches, 720 x 1440 px Display",32 MP + 2 MP Dual Rear & 8 MP Front Camera,"Memory Card Supported, upto 512 GB",Android v13,,4.0,64.0,5000.0,5.56,8.0,34.0,,Helio G85,Helio G85,0.6064,https://cdn1.smartprix.com/rx-ijflXk4bu-w280-h280/htc-wildfire-e6-plus.webp
Huawei Nova Y63,61,4.25,14990,UPCOMING,"Dual Sim, 3G, 4G, Wi-Fi, NFC","Snapdragon 680 4G, Octa Core, 2.4 GHz Processor","4 GB RAM, 128 GB inbuilt",6000 mAh Battery with Fast Charging,"6.75 inches, 720 x 1600 px, 90 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 8 MP Front Camera,,Android v12,No FM Radio,4.0,128.0,6000.0,6.75,8.0,52.0,2.4,Snapdragon 680 4G,Snapdragon 680 4G,0.3936,https://cdn1.smartprix.com/rx-i7D1Karb8-w280-h280/huawei-nova-y63.webp
Vivo Y19s Pro,60,4.65,9990,UPCOMING,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Unisoc T612, Octa Core, 1.8 GHz Processor","6 GB RAM, 128 GB inbuilt",6000 mAh Battery with 44W Fast Charging,"6.68 inches, 720 x 1608 px, 90 Hz Display with Water Drop Notch",50 MP Rear & 5 MP Front Camera,Memory Card Supported,Android v15,,6.0,128.0,6000.0,6.68,5.0,50.0,1.8,Unisoc T612,Unisoc T612,0.1064,https://cdn1.smartprix.com/rx-iIzGPrY64-w280-h280/vivo-y19s-pro.webp
Oppo A5x,60,4.0,12990,UPCOMING,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, IR Blaster","Snapdragon 6s 4G Gen1, Octa Core, 2.1 GHz Processor","4 GB RAM, 64 GB inbuilt",6000 mAh Battery with 45W Fast Charging,"6.67 inches, 720 x 1604 px, 90 Hz Display with Punch Hole",32 MP Rear & 5 MP Front Camera,Memory Card (Hybrid),Android v15,,4.0,64.0,6000.0,6.67,5.0,32.0,2.1,Snapdragon 6s 4G Gen1,Snapdragon 6s 4G Gen1,0.3723,https://cdn1.smartprix.com/rx-iUiWWQPt3-w280-h280/oppo-a5x.webp
Vivo Y19s,60,4.5,8990,UPCOMING,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Unisoc T612, Octa Core, 1.8 GHz Processor","6 GB RAM, 128 GB inbuilt",5500 mAh Battery with 15W Fast Charging,"6.68 inches, 720 x 1608 px, 90 Hz Display with Water Drop Notch",50 MP Dual Rear & 5 MP Front Camera,Memory Card Supported,Android v14,,6.0,128.0,5500.0,6.68,5.0,50.0,1.8,Unisoc T612,Unisoc T612,0.1064,https://cdn1.smartprix.com/rx-iIzGPrY64-w280-h280/vivo-y19s.webp
Light Phone 3,60,4.2,32990,UPCOMING,"Dual Sim, 3G, 4G, 5G, Wi-Fi, NFC","Snapdragon 4 Gen2, Octa Core, 2.2 GHz Processor","6 GB RAM, 128 GB inbuilt",1800 mAh Battery,"3.92 inches, 1240 x 1080 px Display",50 MP Rear & 8 MP Front Camera,,,No FM Radio,6.0,128.0,1800.0,3.92,8.0,50.0,2.2,Snapdragon 4 Gen2,Snapdragon 4 Gen2,0.4681,https://cdn1.smartprix.com/rx-i6bHCcHWv-w280-h280/light-phone-3.webp
OPPO A6,59,4.25,11990,UPCOMING,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Snapdragon 665, Octa Core, 2 GHz Processor","4 GB RAM, 64 GB inbuilt",5000 mAh Battery with Fast Charging,"6.6 inches, 720 x 1600 px Display with Water Drop Notch",13 MP Quad Rear & 8 MP Front Camera,"Memory Card Supported, upto 256 GB",Android v10,,4.0,64.0,5000.0,6.6,8.0,13.0,2.0,Snapdragon 665,Snapdragon 665,0.4043,https://cdn1.smartprix.com/rx-iOsacSsIx-w280-h280/oppo-a6.webp
Realme C71,59,4.65,11990,UPCOMING,"Dual Sim, 3G, 4G, Wi-Fi, NFC","Unisoc T7250, Octa Core, 1.8 GHz Processor","4 GB RAM, 128 GB inbuilt",6300 mAh Battery with 45W Fast Charging,"6.67 inches, 720 x 1604 px Display",50 MP Rear & 5 MP Front Camera,Memory Card Supported,Android v15,,4.0,128.0,6300.0,6.67,5.0,50.0,1.8,Unisoc T7250,Unisoc T7250,0.0638,https://cdn1.smartprix.com/rx-i6abAeeG8-w280-h280/realme-c71.webp
Vivo Y37c,59,4.25,7999,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Unisoc T7225, Octa Core Processor","6 GB RAM, 128 GB inbuilt",5500 mAh Battery with 15W Fast Charging,"6.56 inches, 720 x 1612 px, 90 Hz Display with Water Drop Notch",13 MP + Ultra Wide Dual Rear & 5 MP Front Camera,"Memory Card Supported, upto 1 TB",Android v14,,6.0,128.0,5500.0,6.56,5.0,13.0,,Unisoc T7225,Unisoc T7225,0.0745,https://cdn1.smartprix.com/rx-ijSE2v2hv-w280-h280/vivo-y37c.webp
