Name,SpecScore,rating,price,tag,sim,processor,storage,battery,display,camera,memoryExternal,version,fm,RAM_GB,Storage_GB,Battery_mAh,Screen_inches,FrontCamera_MP,BackCamera_MP,Processor_Speed_GHz,Processor_Name,Processor_Name_Cleaned,ProcessorScore,img
Moondrop MIAD01,75,4.6,49990,UPCOMING,"Dual Sim, 3G, 4G, 5G, Wi-Fi","Dimensity 7050, Octa Core, 2.6 GHz Processor","12 GB RAM, 256 GB inbuilt",5000 mAh Battery with 33W Fast Charging,"6.7 inches, 2460 x 1080 px, 120 Hz Display",64 MP + 8 MP Dual Rear & 32 MP Front Camera,"Memory Card (Hybrid), upto 2 TB",Android v13,,12.0,256.0,5000.0,6.7,32.0,72.0,2.6,Dimensity 7050,Dimensity 7050,0.9149,https://cdn1.smartprix.com/rx-isNtAp2Rh-w280-h280/moondrop-miad01.webp
Motorola Moto S50,75,4.35,26990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 7300, Octa Core Processor","12 GB RAM, 256 GB inbuilt",4310 mAh Battery with 68W Fast Charging,"6.36 inches, 1272 x 2670 px, 120 Hz Display with Punch Hole",50 MP + 13 MP + 10 MP Triple Rear & 32 MP Front Camera,,Android v14,No FM Radio,12.0,256.0,4310.0,6.36,32.0,73.0,,Dimensity 7300,Dimensity 7300,0.883,https://cdn1.smartprix.com/rx-inA0dboUv-w280-h280/motorola-moto-s50.webp
OPPO Reno 12F 5G,75,4.0,29990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Dimensity 6300, Octa Core, 2.4 GHz Processor","12 GB RAM, 256 GB inbuilt",5000 mAh Battery with 45W Fast Charging,"6.67 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 8 MP + 2 MP Triple Rear & 32 MP Front Camera,Memory Card (Hybrid),Android v14,,12.0,256.0,5000.0,6.67,32.0,60.0,2.4,Dimensity 6300,Dimensity 6300,0.9468,https://cdn1.smartprix.com/rx-iwzZmQl5P-w280-h280/oppo-reno-12f-5g.webp
Vivo X Fold 4,74,4.15,139990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Snapdragon 8 Elite, Octa Core, 4.32 GHz Processor","12 GB RAM, 256 GB inbuilt",6000 mAh Battery with 80W Fast Charging,"8.2 inches, 1916 x 2160 px, 144 Hz Display with Punch Hole",50 MP + 50 MP + 50 MP Triple Rear & 32 MP + 32 MP Dual Front Camera,,Android v14,,12.0,256.0,6000.0,8.2,32.0,150.0,4.32,Snapdragon 8 Elite,Snapdragon 8 Elite,0.266,https://cdn1.smartprix.com/rx-igSHYr4Qo-w280-h280/vivo-x-fold-4.webp
Xiaomi Redmi Turbo 4,74,4.75,23990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Dimensity 8400 Ultra, Octa Core, 3.25 GHz Processor","12 GB RAM, 256 GB inbuilt",6550 mAh Battery with 90W Fast Charging,"6.67 inches, 1220 x 2712 px, 120 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 20 MP Front Camera,,Android v15,No FM Radio,12.0,256.0,6550.0,6.67,20.0,58.0,3.25,Dimensity 8400 Ultra,Dimensity 8400 Ultra,0.7872,https://cdn1.smartprix.com/rx-id0Nos7sw-w280-h280/xiaomi-redmi-turbo-4.webp
Nothing Phone 3a Plus,74,4.75,28990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Dimensity 8350, Octa Core Processor","8 GB RAM, 256 GB inbuilt",5300 mAh Battery with 67W Fast Charging,"6.78 inches, 1084 x 2412 px, 120 Hz Display with Punch Hole",50 MP + 50 MP Dual Rear & 50 MP Front Camera,,Android v14,No FM Radio,8.0,256.0,5300.0,6.78,50.0,100.0,,Dimensity 8350,Dimensity 8350,0.8191,https://cdn1.smartprix.com/rx-ijjseg9ZT-w280-h280/nothing-phone-3a-plu.webp
Xiaomi 16,74,4.35,69990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC, IR Blaster","Snapdragon 8 Elite 2, Octa Core Processor","12 GB RAM, 256 GB inbuilt",7000 mAh Battery with 100W Fast Charging,"6.3 inches, 1200 x 2670 px, 144 Hz Display with Punch Hole",50 MP + 50 MP + 50 MP Triple Rear & 50 MP Front Camera,,Android v15,No FM Radio,12.0,256.0,7000.0,6.3,50.0,150.0,,Snapdragon 8 Elite 2,Snapdragon 8 Elite 2,0.2553,https://cdn1.smartprix.com/rx-iRouW0RNu-w280-h280/xiaomi-16.webp
Vivo S30,74,4.15,31990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Snapdragon 7 Gen4, Octa Core, 2.8 GHz Processor","12 GB RAM, 256 GB inbuilt",6500 mAh Battery with 90W Fast Charging,"6.67 inches, 1260 x 2800 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 8 MP Triple Rear & 50 MP Front Camera,,Android v15,No FM Radio,12.0,256.0,6500.0,6.67,50.0,108.0,2.8,Snapdragon 7 Gen4,Snapdragon 7 Gen4,0.3404,https://cdn1.smartprix.com/rx-iTcnNE7Bm-w280-h280/vivo-s30.webp
iQOO Z10 Turbo,74,4.45,21990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Dimensity 8400, Octa Core, 3.25 GHz Processor","12 GB RAM, 256 GB inbuilt",7620 mAh Battery with 90W Fast Charging,"6.78 inches, 1260 x 2800 px, 144 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 16 MP Front Camera,,Android v15,No FM Radio,12.0,256.0,7620.0,6.78,16.0,52.0,3.25,Dimensity 8400,Dimensity 8400,0.8085,https://cdn1.smartprix.com/rx-iRJ6yodzS-w280-h280/iqoo-z10-turbo.webp
Samsung Galaxy Z Fold Ultra,74,4.05,179990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC","Snapdragon 8 Elite 2, Octa Core Processor","12 GB RAM, 256 GB inbuilt",5000 mAh Battery with 25W Fast Charging,"8.2 inches, 2224 x 2488 px, 120 Hz Display with Punch Hole",200 MP + 50 MP + 12 MP Triple Rear & 12 MP + 4 MP Dual Front Camera,,Android v15,,12.0,256.0,5000.0,8.2,12.0,262.0,,Snapdragon 8 Elite 2,Snapdragon 8 Elite 2,0.2553,https://cdn1.smartprix.com/rx-i8fmxK1nS-w280-h280/samsung-galaxy-z-fol.webp
Vivo S19 Pro,74,4.35,37990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Dimensity 9200 Plus, Octa Core, 3.35 GHz Processor","8 GB RAM, 256 GB inbuilt",5500 mAh Battery with 80W Fast Charging,"6.78 inches, 1260 x 2800 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 8 MP Triple Rear & 50 MP Front Camera,,Android v14,No FM Radio,8.0,256.0,5500.0,6.78,50.0,108.0,3.35,Dimensity 9200 Plus,Dimensity 9200 Plus,0.766,https://cdn1.smartprix.com/rx-iERX2YA9Y-w280-h280/vivo-s19-pro.webp
iQOO Neo 10 Pro 5G,74,4.0,37990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Dimensity 9400, Octa Core, 3.63 GHz Processor","12 GB RAM, 256 GB inbuilt",6100 mAh Battery with 120W Fast Charging,"6.78 inches, 1260 x 2800 px, 144 Hz Display with Punch Hole",50 MP + 50 MP Dual Rear & 16 MP Front Camera,,Android v15,No FM Radio,12.0,256.0,6100.0,6.78,16.0,100.0,3.63,Dimensity 9400,Dimensity 9400,0.734,https://cdn1.smartprix.com/rx-igSanJVKY-w280-h280/iqoo-neo-10-pro-5g.webp
OPPO Reno 14 5G,74,4.75,32990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Dimensity 8350, Octa Core, 3.35 GHz Processor","8 GB RAM, 256 GB inbuilt",6000 mAh Battery with 80W Fast Charging,"6.59 inches, 1256 x 2760 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 8 MP Triple Rear & 50 MP Front Camera,,Android v15,No FM Radio,8.0,256.0,6000.0,6.59,50.0,108.0,3.35,Dimensity 8350,Dimensity 8350,0.8191,https://cdn1.smartprix.com/rx-iRGgfcGDH-w280-h280/oppo-reno-14-5g.webp
OnePlus 15,73,4.5,79999,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC, IR Blaster","Snapdragon 8 Elite 2, Octa Core Processor","12 GB RAM, 256 GB inbuilt",7000 mAh Battery with 100W Fast Charging,"6.78 inches, 1440 x 3168 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 50 MP Triple Rear & 32 MP Front Camera,Memory Card Not Supported,Android v15,,12.0,256.0,7000.0,6.78,32.0,150.0,,Snapdragon 8 Elite 2,Snapdragon 8 Elite 2,0.2553,https://cdn1.smartprix.com/rx-ih0MtdymS-w280-h280/oneplus-15.webp
Realme Neo 7,73,4.45,24990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC, IR Blaster","Dimensity 9300 Plus, Octa Core, 3.25 GHz Processor","12 GB RAM, 256 GB inbuilt",7000 mAh Battery with 80W Fast Charging,"6.78 inches, 1264 x 2780 px, 120 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 16 MP Front Camera,,Android v15,No FM Radio,12.0,256.0,7000.0,6.78,16.0,58.0,3.25,Dimensity 9300 Plus,Dimensity 9300 Plus,0.7447,https://cdn1.smartprix.com/rx-iPU05cr9v-w280-h280/realme-neo-7.webp
Honor Magic V5,73,4.1,199990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Snapdragon 8 Elite, Octa Core, 4.32 GHz Processor","12 GB RAM, 256 GB inbuilt",5600 mAh Battery with 80W Fast Charging,"7.95 inches, 2156 x 2344 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 50 MP Triple Rear & 32 MP + 32 MP Dual Front Camera,Memory Card Not Supported,,,12.0,256.0,5600.0,7.95,32.0,150.0,4.32,Snapdragon 8 Elite,Snapdragon 8 Elite,0.266,https://cdn1.smartprix.com/rx-iTUVn0UYR-w280-h280/honor-magic-v5.webp
OnePlus Ace 5 Extreme Edition,73,4.0,34990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC, IR Blaster","Dimensity 9400 Plus, Octa Core, 3.73 GHz Processor","12 GB RAM, 256 GB inbuilt",6415 mAh Battery with 80W Fast Charging,"6.78 inches, 1264 x 2780 px, 120 Hz Display with Punch Hole",50 MP + 8 MP + 2 MP Triple Rear & 16 MP Front Camera,Memory Card Not Supported,Android v15,,12.0,256.0,6415.0,6.78,16.0,60.0,3.73,Dimensity 9400 Plus,Dimensity 9400 Plus,0.7234,https://cdn1.smartprix.com/rx-ik5U007vl-w280-h280/oneplus-ace-5-extrem.webp
Apple iPhone 17,73,4.6,89990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Bionic A19, Octa Core Processor","12 GB RAM, 128 GB inbuilt",4190 mAh Battery with Fast Charging,"6.3 inches, 1200 x 2600 px, 120 Hz Display with Small Notch",50 MP + 12 MP Dual Rear & 24 MP Front Camera,Memory Card Not Supported,iOS v26,,12.0,128.0,4190.0,6.3,24.0,62.0,,Bionic A19,Bionic A19,0.9894,https://cdn1.smartprix.com/rx-iFHBkPGKe-w280-h280/apple-iphone-17.webp
Infinix Note 50 Pro 5G,73,4.3,23990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Dimensity 7200, Octa Core, 2.8 GHz Processor","8 GB RAM, 256 GB inbuilt",5000 mAh Battery with 65W Fast Charging,"6.78 inches, 1080 x 2436 px, 144 Hz Display with Punch Hole",50 MP + 2 MP + 2 MP Triple Rear & 50 MP Front Camera,"Memory Card Supported, upto 1 TB",Android v15,,8.0,256.0,5000.0,6.78,50.0,54.0,2.8,Dimensity 7200,Dimensity 7200,0.8936,https://cdn1.smartprix.com/rx-i3UB9f5ZP-w280-h280/infinix-note-50-pro.webp
Tecno Camon 40 Pro 5G,73,4.35,25990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Dimensity 7300, Octa Core, 2.5 GHz Processor","8 GB RAM, 256 GB inbuilt",5200 mAh Battery with 45W Fast Charging,"6.78 inches, 1080 x 2436 px, 144 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 50 MP Front Camera,,Android v15,,8.0,256.0,5200.0,6.78,50.0,58.0,2.5,Dimensity 7300,Dimensity 7300,0.883,https://cdn1.smartprix.com/rx-imiWdBFTF-w280-h280/tecno-camon-40-pro-5.webp
Tecno Pova 7 5G,73,4.05,20999,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 7300, Octa Core, 2.5 GHz Processor","8 GB RAM, 256 GB inbuilt",6000 mAh Battery with 80W Fast Charging,"6.82 inches, 1080 x 2400 px, 144 Hz Display with Water Drop Notch",108 MP Dual Rear & 32 MP Front Camera,"Memory Card Supported, upto 1 TB",Android v14,,8.0,256.0,6000.0,6.82,32.0,108.0,2.5,Dimensity 7300,Dimensity 7300,0.883,https://cdn1.smartprix.com/rx-irGKI4Z1J-w280-h280/tecno-pova-7-5g.webp
Samsung Galaxy Z Fold 7,73,4.4,169990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC","Snapdragon 8 Elite, Octa Core, 4.32 GHz Processor","12 GB RAM, 256 GB inbuilt",4400 mAh Battery with 25W Fast Charging,"8.2 inches, 2224 x 2488 px, 120 Hz Display with Punch Hole",200 MP + 12 MP + 10 MP Triple Rear & 10 MP + 4 MP Dual Front Camera,,Android v15,,12.0,256.0,4400.0,8.2,10.0,222.0,4.32,Snapdragon 8 Elite,Snapdragon 8 Elite,0.266,https://cdn1.smartprix.com/rx-i8fmxK1nS-w280-h280/samsung-galaxy-z-fol.webp
Realme Neo 7 Turbo,73,4.6,23990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC, IR Blaster","Dimensity 9400e, Octa Core Processor","12 GB RAM, 256 GB inbuilt",7200 mAh Battery with 100W Fast Charging,"6.8 inches, 1280 x 2800 px, 144 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 16 MP Front Camera,,Android v15,No FM Radio,12.0,256.0,7200.0,6.8,16.0,58.0,,Dimensity 9400e,Dimensity 9400e,0.7128,https://cdn1.smartprix.com/rx-iJGMp2hwq-w280-h280/realme-neo-7-turbo.webp
OnePlus Ace 5 Ultra,73,4.25,29990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC, IR Blaster","Dimensity 9400 Plus, Octa Core, 3.63 GHz Processor","12 GB RAM, 256 GB inbuilt",6700 mAh Battery with 100W Fast Charging,"6.83 inches, 1272 x 2800 px, 144 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 16 MP Front Camera,Memory Card Not Supported,Android v15,,12.0,256.0,6700.0,6.83,16.0,58.0,3.63,Dimensity 9400 Plus,Dimensity 9400 Plus,0.7234,https://cdn1.smartprix.com/rx-iAb4TefWl-w280-h280/oneplus-ace-5-ultra.webp
OnePlus Ace 5 Racing,73,4.65,29990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC, IR Blaster","Dimensity 9400e, Octa Core, 3.4 GHz Processor","12 GB RAM, 256 GB inbuilt",7100 mAh Battery with 80W Fast Charging,"6.77 inches, 1080 x 2392 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 16 MP Front Camera,Memory Card Not Supported,Android v15,,12.0,256.0,7100.0,6.77,16.0,52.0,3.4,Dimensity 9400e,Dimensity 9400e,0.7128,https://cdn1.smartprix.com/rx-iPu28adyM-w280-h280/oneplus-ace-5-racing.webp
Honor 400 Lite,72,4.2,34990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Dimensity 7025 Ultra, Octa Core, 2.5 GHz Processor","8 GB RAM, 256 GB inbuilt",5230 mAh Battery with 35W Fast Charging,"6.7 inches, 1080 x 2412 px, 120 Hz Display with Small Notch",108 MP + 5 MP Dual Rear & 16 MP Front Camera,,Android v15,No FM Radio,8.0,256.0,5230.0,6.7,16.0,113.0,2.5,Dimensity 7025 Ultra,Dimensity 7025 Ultra,0.9255,https://cdn1.smartprix.com/rx-inLSSZhrI-w280-h280/honor-400-lite.webp
Nothing Phone 3a (12GB RAM + 256GB),72,4.75,28999,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Snapdragon 7s Gen3, Octa Core, 2.5 GHz Processor","12 GB RAM, 256 GB inbuilt",5000 mAh Battery with 50W Fast Charging,"6.77 inches, 1080 x 2392 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 8 MP Triple Rear & 32 MP Front Camera,,Android v15,No FM Radio,12.0,256.0,5000.0,6.77,32.0,108.0,2.5,Snapdragon 7s Gen3,Snapdragon 7s Gen3,0.2872,https://cdn1.smartprix.com/rx-iHat9JNPM-w280-h280/nothing-phone-3a-12g.webp
Oppo Find X6 Pro,72,4.45,71990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Snapdragon 8 Gen2, Octa Core, 3.2 GHz Processor","12 GB RAM, 256 GB inbuilt",5000 mAh Battery with 100W Fast Charging,"6.82 inches, 1440 x 3168 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 50 MP Triple Rear & 32 MP Front Camera,,Android v13,No FM Radio,12.0,256.0,5000.0,6.82,32.0,150.0,3.2,Snapdragon 8 Gen2,Snapdragon 8 Gen2,0.234,https://cdn1.smartprix.com/rx-ihIBo5dkr-w280-h280/oppo-find-x6-pro.webp
Nubia Z70 Ultra,72,4.4,53990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Snapdragon 8 Elite, Octa Core, 4.32 GHz Processor","12 GB RAM, 256 GB inbuilt",6150 mAh Battery with 80W Fast Charging,"6.85 inches, 1216 x 2688 px, 144 Hz Display",64 MP + 50 MP + 50 MP Triple Rear & 16 MP Front Camera,,Android v15,No FM Radio,12.0,256.0,6150.0,6.85,16.0,164.0,4.32,Snapdragon 8 Elite,Snapdragon 8 Elite,0.266,https://cdn1.smartprix.com/rx-iqL3YBPKz-w280-h280/nubia-z70-ultra.webp
Samsung Galaxy M55s 5G (12GB RAM + 256GB),72,4.45,34990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Snapdragon 7 Gen1, Octa Core, 2.4 GHz Processor","12 GB RAM, 256 GB inbuilt",5000 mAh Battery with 45W Fast Charging,"6.7 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 8 MP + 2 MP Triple Rear & 50 MP Front Camera,"Memory Card (Hybrid), upto 1 TB",Android v14,,12.0,256.0,5000.0,6.7,50.0,60.0,2.4,Snapdragon 7 Gen1,Snapdragon 7 Gen1,0.3617,https://cdn1.smartprix.com/rx-iAHvDpqFs-w280-h280/samsung-galaxy-m55s.webp
Huawei Pura 70 Pro,72,4.5,74990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Kirin 9010, Octa Core Processor","12 GB RAM, 256 GB inbuilt",5050 mAh Battery with 100W Fast Charging,"6.8 inches, 1260 x 2844 px, 120 Hz Display with Punch Hole",50 MP + 48 MP + 12.5 MP Triple Rear & 13 MP Front Camera,,HarmonyOS v4.2,No FM Radio,12.0,256.0,5050.0,6.8,13.0,103.0,,Kirin 9010,Kirin 9010,0.5319,https://cdn1.smartprix.com/rx-ifbnbx95V-w280-h280/huawei-pura-70-pro.webp
Vertu Metavertu 2,72,4.65,425999,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Snapdragon 8 Gen2, Octa Core, 3.2 GHz Processor","12 GB RAM, 512 GB inbuilt",5100 mAh Battery with 65W Fast Charging,"6.78 inches, 1260 x 2800 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 8 MP Triple Rear & 16 MP Front Camera,Memory Card Not Supported,Android v13,,12.0,512.0,5100.0,6.78,16.0,108.0,3.2,Snapdragon 8 Gen2,Snapdragon 8 Gen2,0.234,https://cdn1.smartprix.com/rx-iRSiWr55D-w280-h280/vertu-metavertu-2.webp
Nubia Z70S Ultra,72,4.1,54990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Snapdragon 8 Elite, Octa Core, 4.32 GHz Processor","12 GB RAM, 256 GB inbuilt",6600 mAh Battery with 80W Fast Charging,"6.85 inches, 1216 x 2688 px, 144 Hz Display",64 MP + 50 MP + 50 MP Triple Rear & 16 MP Front Camera,,Android v15,No FM Radio,12.0,256.0,6600.0,6.85,16.0,164.0,4.32,Snapdragon 8 Elite,Snapdragon 8 Elite,0.266,https://cdn1.smartprix.com/rx-iqL3YBPKz-w280-h280/nubia-z70s-ultra.webp
Tecno Camon 40 Pro 4G,72,4.75,17990,UPCOMING,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, NFC, IR Blaster","Helio G100, Octa Core, 2.2 GHz Processor","8 GB RAM, 256 GB inbuilt",5200 mAh Battery with 45W Fast Charging,"6.78 inches, 1080 x 2436 px, 120 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 50 MP Front Camera,,Android v15,,8.0,256.0,5200.0,6.78,50.0,58.0,2.2,Helio G100,Helio G100,0.6702,https://cdn1.smartprix.com/rx-i3aVhlEys-w280-h280/tecno-camon-40-pro-4.webp
Xiaomi Civi 5 Pro,72,4.75,39999,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Snapdragon 8s Gen4, Octa Core, 3.2 GHz Processor","12 GB RAM, 256 GB inbuilt",6000 mAh Battery with 67W Fast Charging,"6.55 inches, 1236 x 2750 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 12 MP Triple Rear & 50 MP Front Camera,,Android v15,No FM Radio,12.0,256.0,6000.0,6.55,50.0,112.0,3.2,Snapdragon 8s Gen4,Snapdragon 8s Gen4,0.1489,https://cdn1.smartprix.com/rx-iBvVngCP5-w280-h280/xiaomi-civi-5-pro.webp
Motorola Moto S60 Neo,72,4.0,17990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Dimensity 7300, Octa Core, 2.5 GHz Processor","8 GB RAM, 256 GB inbuilt",6520 mAh Battery with 33W Fast Charging,"6.67 inches, 1260 x 2712 px, 120 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 32 MP Front Camera,Memory Card Supported,Android v15,,8.0,256.0,6520.0,6.67,32.0,58.0,2.5,Dimensity 7300,Dimensity 7300,0.883,https://cdn1.smartprix.com/rx-iPwiKl2pl-w280-h280/motorola-moto-s60-ne.webp
Samsung Galaxy S25 Slim,72,4.0,49990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC","Exynos, Octa Core Processor","8 GB RAM, 256 GB inbuilt",4500 mAh Battery with 25W Fast Charging,"6.3 inches, 1800 x 3200 px, 120 Hz Display with Punch Hole",200 MP + 12 MP + 12 MP Triple Rear & 12 MP Front Camera,,Android v14,,8.0,256.0,4500.0,6.3,12.0,224.0,,Exynos,Exynos,0.7021,https://cdn1.smartprix.com/rx-i7cjwK0Vk-w280-h280/samsung-galaxy-s25-s.webp
Motorola Moto G56 5G,72,4.55,15990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 7060, Octa Core, 2.6 GHz Processor","8 GB RAM, 256 GB inbuilt",5200 mAh Battery with 30W Fast Charging,"6.72 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 32 MP Front Camera,"Memory Card (Hybrid), upto 1 TB",Android v15,,8.0,256.0,5200.0,6.72,32.0,58.0,2.6,Dimensity 7060,Dimensity 7060,0.9043,https://cdn1.smartprix.com/rx-inxN5AjyX-w280-h280/motorola-moto-g56-5g.webp
Vivo X Fold 5,72,4.35,83990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Snapdragon 8 Gen3, Octa Core, 3.3 GHz Processor","12 GB RAM, 256 GB inbuilt",6000 mAh Battery with 80W Fast Charging,"8.03 inches, 2200 x 2480 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 50 MP Triple Rear & 20 MP + 20 MP Dual Front Camera,,Android v15,,12.0,256.0,6000.0,8.03,20.0,150.0,3.3,Snapdragon 8 Gen3,Snapdragon 8 Gen3,0.2234,https://cdn1.smartprix.com/rx-iGlFJ8an4-w280-h280/vivo-x-fold-5.webp
Poco F7 Ultra,72,4.6,54990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Snapdragon 8 Elite, Octa Core, 4.32 GHz Processor","12 GB RAM, 256 GB inbuilt",5300 mAh Battery with 120W Fast Charging,"6.67 inches, 1440 x 3200 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 32 MP Triple Rear & 32 MP Front Camera,Memory Card Not Supported,Android v15,,12.0,256.0,5300.0,6.67,32.0,132.0,4.32,Snapdragon 8 Elite,Snapdragon 8 Elite,0.266,https://cdn1.smartprix.com/rx-iwF7eCNUR-w280-h280/poco-f7-ultra.webp
Motorola Moto G86 5G,72,4.55,28999,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Dimensity 7300, Octa Core, 2.5 GHz Processor","8 GB RAM, 256 GB inbuilt",5200 mAh Battery with 30W Fast Charging,"6.67 inches, 1220 x 2712 px, 120 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 32 MP Front Camera,"Memory Card (Hybrid), upto 1 TB",Android v15,,8.0,256.0,5200.0,6.67,32.0,58.0,2.5,Dimensity 7300,Dimensity 7300,0.883,https://cdn1.smartprix.com/rx-i4cxRq0Ej-w280-h280/motorola-moto-g86-5g.webp
Tecno Spark 20 Pro,71,4.35,12999,UPCOMING,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, NFC","Helio G99, Octa Core, 2.2 GHz Processor","8 GB RAM, 256 GB inbuilt",5000 mAh Battery with 33W Fast Charging,"6.78 inches, 1080 x 2460 px, 120 Hz Display with Punch Hole",108 MP + 0.08 MP Dual Rear & 32 MP Front Camera,Memory Card Supported,Android v13,,8.0,256.0,5000.0,6.78,32.0,116.0,2.2,Helio G99,Helio G99,0.5851,https://cdn1.smartprix.com/rx-iDKg0qS8P-w280-h280/tecno-spark-20-pro.webp
