Name,SpecScore,rating,price,tag,sim,processor,storage,battery,display,camera,memoryExternal,version,fm,RAM_GB,Storage_GB,Battery_mAh,Screen_inches,FrontCamera_MP,BackCamera_MP,Processor_Speed_GHz,Processor_Name,Processor_Name_Cleaned,ProcessorScore,img
Nokia Oxygen Ultra 5G,77,4.15,59990,RUMORED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon 8 Gen2, Octa Core, 3.2 GHz Processor","12 GB RAM, 256 GB inbuilt",5000 mAh Battery with 67W Fast Charging,"6.9 inches, 1400 x 3200 px, 120 Hz Display with Punch Hole",200 MP Penta Rear & 32 MP Front Camera,Memory Card Supported,Android v13,,12.0,256.0,5000.0,6.9,32.0,200.0,3.2,Snapdragon 8 Gen2,Snapdragon 8 Gen2,0.1667,https://cdn1.smartprix.com/rx-i0onBkURz-w280-h280/nokia-oxygen-ultra-5.webp
Asus ROG Phone 10,77,4.45,99990,RUMORED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Snapdragon 8 Elite 2, Octa Core Processor","12 GB RAM, 256 GB inbuilt",6000 mAh Battery with 80W Fast Charging,"6.82 inches, 1080 x 2400 px Display with Punch Hole",50 MP + 50 MP + 50 MP Triple Rear & 32 MP Front Camera,,Android v16,No FM Radio,12.0,256.0,6000.0,6.82,32.0,150.0,,Snapdragon 8 Elite 2,Snapdragon 8 Elite 2,0.1944,https://cdn1.smartprix.com/rx-izPLsFfVz-w280-h280/asus-rog-phone-10.webp
Xiaomi Redmi Note 14 Pro Max,77,4.7,32990,RUMORED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","Dimensity 7350 Pro, Octa Core Processor","8 GB RAM, 128 GB inbuilt",5200 mAh Battery with Fast Charging,"6.78 inches, 1080 x 2460 px, 144 Hz Display with Punch Hole",200 MP Quad Rear & 32 MP Front Camera,"Memory Card Supported, upto 1 TB",Android v14,,8.0,128.0,5200.0,6.78,32.0,200.0,,Dimensity 7350 Pro,Dimensity 7350 Pro,0.7778,https://cdn1.smartprix.com/rx-i4IPozw8r-w280-h280/xiaomi-redmi-note-14.webp
Samsung Galaxy M17 5G,76,4.0,18990,RUMORED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Dimensity 6400, Octa Core Processor","8 GB RAM, 128 GB inbuilt",7000 mAh Battery with 25W Fast Charging,"6.67 inches, 1080 x 2408 px, 120 Hz Display with Punch Hole",50 MP + 13 MP + 2 MP Triple Rear & 16 MP Front Camera,"Memory Card Supported, upto 1 TB",Android v16,,8.0,128.0,7000.0,6.67,16.0,65.0,,Dimensity 6400,Dimensity 6400,0.8889,https://cdn1.smartprix.com/rx-i2WUf3VQ1-w280-h280/samsung-galaxy-m17-5.webp
Vivo X200 Mini,76,4.15,44990,RUMORED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Dimensity 9400, Octa Core, 3.63 GHz Processor","8 GB RAM, 256 GB inbuilt",5000 mAh Battery with 80W Fast Charging,"6.31 inches, 1260 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 50 MP Triple Rear & 50 MP Front Camera,Memory Card Not Supported,Android v15,,8.0,256.0,5000.0,6.31,50.0,150.0,3.63,Dimensity 9400,Dimensity 9400,0.5556,https://cdn1.smartprix.com/rx-ikxiZ0YpO-w280-h280/vivo-x200-mini.webp
Infinix Note 15 Pro 5G,76,4.45,19990,RUMORED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6100 Plus, Octa Core, 2.2 GHz Processor","8 GB RAM, 128 GB inbuilt",5000 mAh Battery with 66W Fast Charging,"6.8 inches, 1080 x 2400 px, 144 Hz Display with Punch Hole",108 MP + 32 MP + 2 MP Triple Rear & 32 MP Front Camera,"Memory Card Supported, upto 2 TB",Android v14,,8.0,128.0,5000.0,6.8,32.0,142.0,2.2,Dimensity 6100 Plus,Dimensity 6100 Plus,0.9444,https://cdn1.smartprix.com/rx-ijhihk546-w280-h280/infinix-note-15-pro.webp
Vivo T5 5G,75,4.2,23990,RUMORED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon, Octa Core Processor","8 GB RAM, 128 GB inbuilt",7500 mAh Battery with 100W Fast Charging,"6.67 inches, 1080 x 2400 px, 120 Hz Display with Water Drop Notch",50 MP + 13 MP + 8 MP Triple Rear & 32 MP Front Camera,"Memory Card (Hybrid), upto 1 TB",Android v16,,8.0,128.0,7500.0,6.67,32.0,71.0,,Snapdragon,Snapdragon,0.4444,https://cdn1.smartprix.com/rx-irqswbtJA-w280-h280/vivo-t5-5g.webp
Motorola Moto G66 5G,75,4.35,19990,RUMORED,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi","Dimensity 7050, Octa Core, 2.6 GHz Processor","8 GB RAM, 128 GB inbuilt",6000 mAh Battery with 33W Fast Charging,"6.6 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 8 MP + 2 MP Triple Rear & 32 MP Front Camera,"Memory Card (Hybrid), upto 1 TB",Android v15,,8.0,128.0,6000.0,6.6,32.0,60.0,2.6,Dimensity 7050,Dimensity 7050,0.8333,https://cdn1.smartprix.com/rx-ibGBR2C8Q-w280-h280/motorola-moto-g66-5g.webp
Xiaomi Redmi Note 15 Pro,75,4.65,24990,RUMORED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Dimensity 8020, Octa Core, 2.6 GHz Processor","8 GB RAM, 256 GB inbuilt",5000 mAh Battery with 150W Fast Charging,"6.74 inches, 1080 x 2400 px, 165 Hz Display with Punch Hole",108 MP + 8 MP + 2 MP Triple Rear & 32 MP Front Camera,,Android v14,,8.0,256.0,5000.0,6.74,32.0,118.0,2.6,Dimensity 8020,Dimensity 8020,0.6944,https://cdn1.smartprix.com/rx-iehcldkn3-w280-h280/xiaomi-redmi-note-15.webp
Vivo T5x 5G,75,4.1,15990,RUMORED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 7400, Octa Core Processor","8 GB RAM, 128 GB inbuilt",6700 mAh Battery with 67W Fast Charging,"6.82 inches, 1080 x 2408 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 32 MP Front Camera,"Memory Card (Hybrid), upto 1 TB",Android v16,,8.0,128.0,6700.0,6.82,32.0,52.0,,Dimensity 7400,Dimensity 7400,0.75,https://cdn1.smartprix.com/rx-imgYnVCDY-w280-h280/vivo-t5x-5g.webp
Motorola Moto Edge 60 Neo,75,4.3,27990,RUMORED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Dimensity 7400x, Octa Core Processor","8 GB RAM, 256 GB inbuilt",4700 mAh Battery with 80W Fast Charging,"6.67 inches, 1220 x 2712 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 32 MP Triple Rear & 32 MP Front Camera,,Android v15,No FM Radio,8.0,256.0,4700.0,6.67,32.0,132.0,,Dimensity 7400x,Dimensity 7400x,0.7222,https://cdn1.smartprix.com/rx-iChh8h2Bv-w280-h280/motorola-moto-edge-6.webp
Vivo V50 Pro 5G,75,4.2,54990,RUMORED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 9300, Octa Core, 3.25 GHz Processor","8 GB RAM, 256 GB inbuilt",5700 mAh Battery with 100W Fast Charging,"6.8 inches, 1260 x 2800 px, 144 Hz Display with Punch Hole",50 MP Quad Rear & 50 MP Front Camera,Memory Card Not Supported,Android v15,,8.0,256.0,5700.0,6.8,50.0,50.0,3.25,Dimensity 9300,Dimensity 9300,0.5833,https://cdn1.smartprix.com/rx-ihCwhkEQ6-w280-h280/vivo-v50-pro-5g.webp
iQOO Z11x,75,4.6,17990,RUMORED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 7400, Octa Core Processor","8 GB RAM, 128 GB inbuilt",6700 mAh Battery with 67W Fast Charging,"6.78 inches, 1080 x 2408 px, 120 Hz Display with Punch Hole",50 MP + 8 MP + 2 MP Triple Rear & 32 MP Front Camera,,Android v16,No FM Radio,8.0,128.0,6700.0,6.78,32.0,60.0,,Dimensity 7400,Dimensity 7400,0.75,https://cdn1.smartprix.com/rx-iTxfzsEfV-w280-h280/iqoo-z11x.webp
Realme Narzo 80 Turbo 5G,74,4.35,17990,RUMORED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 7400, Octa Core Processor","8 GB RAM, 256 GB inbuilt",5500 mAh Battery with 45W Fast Charging,"6.74 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 32 MP Front Camera,"Memory Card (Hybrid), upto 1 TB",Android v15,,8.0,256.0,5500.0,6.74,32.0,52.0,,Dimensity 7400,Dimensity 7400,0.75,https://cdn1.smartprix.com/rx-iGYhgSRm6-w280-h280/realme-narzo-80-turb.webp
Motorola Moto G65 5G,74,4.6,16990,RUMORED,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi","Dimensity 7300, Octa Core, 2.5 GHz Processor","8 GB RAM, 128 GB inbuilt",6000 mAh Battery with 45W Fast Charging,"6.67 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 32 MP Front Camera,"Memory Card (Hybrid), upto 1 TB",Android v15,,8.0,128.0,6000.0,6.67,32.0,58.0,2.5,Dimensity 7300,Dimensity 7300,0.8056,https://cdn1.smartprix.com/rx-iQT9XiH1v-w280-h280/motorola-moto-g65-5g.webp
Nothing Phone 4a,74,4.15,29999,RUMORED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Snapdragon 8s Gen3, Octa Core, 3 GHz Processor","8 GB RAM, 256 GB inbuilt",5500 mAh Battery with 80W Fast Charging,"6.82 inches, 1084 x 2728 px, 144 Hz Display with Punch Hole",64 MP + 50 MP + 50 MP Triple Rear & 50 MP Front Camera,,Android v16,No FM Radio,8.0,256.0,5500.0,6.82,50.0,164.0,3.0,Snapdragon 8s Gen3,Snapdragon 8s Gen3,0.0556,https://cdn1.smartprix.com/rx-iz4D1blDK-w280-h280/nothing-phone-4a.webp
Realme 15x 5G,74,4.75,16990,RUMORED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 7025, Octa Core, 2.5 GHz Processor","8 GB RAM, 128 GB inbuilt",6500 mAh Battery with 65W Fast Charging,"6.74 inches, 1200 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 12 MP + 2 MP Triple Rear & 16 MP Front Camera,Memory Card (Hybrid),Android v14,,8.0,128.0,6500.0,6.74,16.0,64.0,2.5,Dimensity 7025,Dimensity 7025,0.8611,https://cdn1.smartprix.com/rx-irVikW08N-w280-h280/realme-15x-5g.webp
iQOO Z10s 5G,73,4.65,22990,RUMORED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 8250, Octa Core Processor","8 GB RAM, 128 GB inbuilt",5500 mAh Battery with 80W Fast Charging,"6.78 inches, 1080 x 2392 px, 120 Hz Display with Punch Hole",50 MP + 13 MP + 2 MP Triple Rear & 32 MP Front Camera,,Android v15,,8.0,128.0,5500.0,6.78,32.0,65.0,,Dimensity 8250,Dimensity 8250,0.6667,https://cdn1.smartprix.com/rx-ihCwhkEQ6-w280-h280/iqoo-z10s-5g.webp
Motorola Moto G76 5G,73,4.65,18990,RUMORED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 7300, Octa Core, 2.5 GHz Processor","8 GB RAM, 128 GB inbuilt",5000 mAh Battery with 45W Fast Charging,"6.67 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 13 MP Dual Rear & 32 MP Front Camera,Memory Card Not Supported,Android v14,,8.0,128.0,5000.0,6.67,32.0,63.0,2.5,Dimensity 7300,Dimensity 7300,0.8056,https://cdn1.smartprix.com/rx-iQT9XiH1v-w280-h280/motorola-moto-g76-5g.webp
Samsung Galaxy A57,72,4.5,45990,RUMORED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Exynos, Octa Core Processor","8 GB RAM, 128 GB inbuilt",5000 mAh Battery with 45W Fast Charging,"6.72 inches, 1080 x 2340 px, 120 Hz Display with Punch Hole",50 MP + 13 MP + 5 MP Triple Rear & 50 MP Front Camera,"Memory Card (Hybrid), upto 1 TB",Android v15,,8.0,128.0,5000.0,6.72,50.0,68.0,,Exynos,Exynos,0.5,https://cdn1.smartprix.com/rx-iEiIe54Uq-w280-h280/samsung-galaxy-a57.webp
Vivo Y400,71,4.2,29990,RUMORED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon 6 Gen1, Octa Core, 2.2 GHz Processor","8 GB RAM, 256 GB inbuilt",5500 mAh Battery with 100W Fast Charging,"6.78 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 32 MP Front Camera,"Memory Card (Hybrid), upto 2 TB",Android v15,,8.0,256.0,5500.0,6.78,32.0,52.0,2.2,Snapdragon 6 Gen1,Snapdragon 6 Gen1,0.3611,https://cdn1.smartprix.com/rx-ikF2lf5DY-w280-h280/vivo-y400.webp
Motorola Moto G87,70,4.55,20990,RUMORED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon 7 Gen2, Octa Core Processor","8 GB RAM, 256 GB inbuilt",5100 mAh Battery with 44W Fast Charging,"6.74 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 13 MP Dual Rear & 32 MP Front Camera,Memory Card Not Supported,Android v15,,8.0,256.0,5100.0,6.74,32.0,63.0,,Snapdragon 7 Gen2,Snapdragon 7 Gen2,0.2778,https://cdn1.smartprix.com/rx-iuRWmtC7U-w280-h280/motorola-moto-g87.webp
Motorola Moto G95 5G,70,4.5,22990,RUMORED,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon 6 Gen4, Octa Core Processor","8 GB RAM, 128 GB inbuilt",5600 mAh Battery with 33W Fast Charging,"6.74 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",50 MP + 12 MP Dual Rear & 32 MP Front Camera,Memory Card Not Supported,Android v15,,8.0,128.0,5600.0,6.74,32.0,62.0,,Snapdragon 6 Gen4,Snapdragon 6 Gen4,0.3056,https://cdn1.smartprix.com/rx-ieZUwmVDs-w280-h280/motorola-moto-g95-5g.webp
